Experiment	Frequency Sweep	
Date	04.05.2017 11:34:25	
User		
f_res (Hz)	31330.4142	
Q	32239	
Phase (deg)	-595.24	
Amp/Exc (nm/mV)	0.482230	
Number of points	337	
Fit length	11	

[DATA]
Frequency Shift (Hz)	Center Frequency (Hz)	Amplitude (m)	Phase (deg)
-653.428E-3	31.3281E+3	133.373E-12	76.1291E+0
-690.766E-3	31.3281E+3	146.612E-12	78.4800E+0
-728.105E-3	31.3281E+3	140.421E-12	75.0846E+0
-765.443E-3	31.3281E+3	149.575E-12	73.7377E+0
-802.782E-3	31.3281E+3	121.594E-12	78.2483E+0
-840.120E-3	31.3281E+3	131.420E-12	83.5203E+0
-877.459E-3	31.3281E+3	154.130E-12	85.8286E+0
-914.797E-3	31.3281E+3	142.146E-12	90.5728E+0
-952.136E-3	31.3281E+3	130.286E-12	85.2852E+0
-989.475E-3	31.3281E+3	133.040E-12	81.3059E+0
-1.02681E+0	31.3281E+3	118.848E-12	76.0835E+0
-1.06415E+0	31.3281E+3	122.136E-12	81.1968E+0
-1.10149E+0	31.3281E+3	126.707E-12	84.0682E+0
-1.13883E+0	31.3281E+3	117.266E-12	79.9211E+0
-1.17617E+0	31.3281E+3	118.284E-12	82.1609E+0
-1.21351E+0	31.3281E+3	119.792E-12	89.5888E+0
-1.25084E+0	31.3281E+3	113.449E-12	80.2968E+0
-1.28818E+0	31.3281E+3	122.139E-12	74.6064E+0
-1.32552E+0	31.3281E+3	116.398E-12	75.7085E+0
-1.36286E+0	31.3281E+3	119.554E-12	76.3606E+0
-1.40020E+0	31.3281E+3	96.5705E-12	77.4089E+0
-1.43754E+0	31.3281E+3	97.4281E-12	82.1154E+0
-1.47488E+0	31.3281E+3	101.025E-12	79.5062E+0
-1.51221E+0	31.3281E+3	100.093E-12	82.3528E+0
-1.54955E+0	31.3281E+3	99.2018E-12	76.5286E+0
-1.58689E+0	31.3281E+3	108.823E-12	75.6894E+0
-1.62423E+0	31.3281E+3	112.670E-12	81.7872E+0
-1.66157E+0	31.3281E+3	108.652E-12	79.2446E+0
-1.69891E+0	31.3281E+3	108.003E-12	83.2486E+0
-1.73624E+0	31.3281E+3	108.944E-12	80.0582E+0
-1.77358E+0	31.3281E+3	126.171E-12	79.9838E+0
-1.81092E+0	31.3281E+3	115.221E-12	99.3487E+0
-1.84826E+0	31.3281E+3	97.8694E-12	81.6142E+0
-1.88560E+0	31.3281E+3	103.407E-12	77.3339E+0
-1.92294E+0	31.3281E+3	103.614E-12	81.3447E+0
-1.96028E+0	31.3281E+3	94.9466E-12	85.3919E+0
-1.99761E+0	31.3281E+3	100.515E-12	77.8228E+0
-2.03495E+0	31.3281E+3	99.0958E-12	81.5285E+0
-2.07229E+0	31.3281E+3	99.5089E-12	81.3997E+0
-2.10963E+0	31.3281E+3	103.265E-12	83.7408E+0
-2.14697E+0	31.3281E+3	87.7677E-12	85.4431E+0
-2.18431E+0	31.3281E+3	89.4263E-12	84.6453E+0
-2.22165E+0	31.3281E+3	100.435E-12	73.0290E+0
-2.25898E+0	31.3281E+3	94.8257E-12	85.9364E+0
-2.29632E+0	31.3281E+3	86.5101E-12	76.8124E+0
-2.33366E+0	31.3281E+3	95.4294E-12	84.3767E+0
-2.37100E+0	31.3281E+3	96.0356E-12	78.0874E+0
-2.40834E+0	31.3281E+3	92.9666E-12	87.1522E+0
-2.44568E+0	31.3281E+3	89.4581E-12	82.5859E+0
-2.48301E+0	31.3281E+3	90.0746E-12	86.0574E+0
-2.52035E+0	31.3281E+3	89.6441E-12	82.2823E+0
-2.55769E+0	31.3281E+3	87.2078E-12	85.1928E+0
-2.59503E+0	31.3281E+3	78.6514E-12	79.2113E+0
-2.63237E+0	31.3281E+3	87.8511E-12	83.5210E+0
-2.66971E+0	31.3281E+3	91.3111E-12	87.4650E+0
-2.70705E+0	31.3281E+3	89.5260E-12	79.8985E+0
-2.74438E+0	31.3281E+3	82.1670E-12	86.9696E+0
-2.78172E+0	31.3281E+3	83.4026E-12	78.7053E+0
-2.81906E+0	31.3281E+3	77.0221E-12	82.9641E+0
-2.85640E+0	31.3281E+3	85.7072E-12	77.6693E+0
-2.89374E+0	31.3281E+3	75.5110E-12	80.1667E+0
-2.93108E+0	31.3281E+3	78.7456E-12	82.8204E+0
-2.96842E+0	31.3281E+3	90.6341E-12	79.6438E+0
-3.00575E+0	31.3281E+3	83.5258E-12	87.5690E+0
