Experiment	Frequency Sweep	
Date	04.05.2017 16:10:16	
User		
f_res (Hz)	31324.0835	
Q	51857	
Phase (deg)	-616.12	
Amp/Exc (nm/mV)	0.483608	
Number of points	512	
Fit length	11	

[DATA]
Frequency Shift (Hz)	Center Frequency (Hz)	Amplitude (m)	Phase (deg)
3.08977E+0	31.3237E+3	223.835E-12	-57.6070E+0
3.10844E+0	31.3237E+3	222.426E-12	-53.8180E+0
3.12711E+0	31.3237E+3	214.983E-12	-55.2550E+0
3.14578E+0	31.3237E+3	227.973E-12	-55.7791E+0
3.16445E+0	31.3237E+3	218.261E-12	-55.8460E+0
3.18312E+0	31.3237E+3	216.514E-12	-52.9763E+0
3.20179E+0	31.3237E+3	232.177E-12	-51.8329E+0
3.22046E+0	31.3237E+3	236.337E-12	-52.9805E+0
3.23912E+0	31.3237E+3	221.070E-12	-50.4388E+0
3.25779E+0	31.3237E+3	217.236E-12	-52.0143E+0
3.27646E+0	31.3237E+3	204.669E-12	-54.5928E+0
3.29513E+0	31.3237E+3	203.737E-12	-53.9709E+0
3.31380E+0	31.3237E+3	205.647E-12	-57.4311E+0
3.33247E+0	31.3237E+3	213.618E-12	-58.7160E+0
3.35114E+0	31.3237E+3	215.601E-12	-52.5406E+0
3.36981E+0	31.3237E+3	222.827E-12	-54.4165E+0
3.38848E+0	31.3237E+3	216.099E-12	-53.4301E+0
3.40715E+0	31.3237E+3	205.914E-12	-54.6769E+0
3.42582E+0	31.3237E+3	207.336E-12	-52.5382E+0
3.44449E+0	31.3237E+3	199.382E-12	-56.0291E+0
3.46316E+0	31.3237E+3	184.423E-12	-52.2710E+0
3.48183E+0	31.3237E+3	197.364E-12	-54.9052E+0
3.50050E+0	31.3237E+3	212.358E-12	-53.8991E+0
3.51917E+0	31.3237E+3	208.844E-12	-53.9478E+0
3.53783E+0	31.3237E+3	205.786E-12	-58.3334E+0
3.55650E+0	31.3237E+3	202.732E-12	-55.1797E+0
3.57517E+0	31.3237E+3	198.215E-12	-52.3258E+0
3.59384E+0	31.3237E+3	184.073E-12	-53.9436E+0
3.61251E+0	31.3237E+3	180.746E-12	-54.6755E+0
3.63118E+0	31.3237E+3	174.382E-12	-53.8289E+0
3.64985E+0	31.3237E+3	175.275E-12	-54.1347E+0
3.66852E+0	31.3237E+3	180.561E-12	-52.0588E+0
3.68719E+0	31.3237E+3	177.802E-12	-52.8396E+0
3.70586E+0	31.3237E+3	184.319E-12	-51.3346E+0
3.72453E+0	31.3237E+3	188.303E-12	-55.5495E+0
3.74320E+0	31.3237E+3	188.222E-12	-53.0201E+0
3.76187E+0	31.3237E+3	188.432E-12	-52.9882E+0
3.78054E+0	31.3237E+3	181.571E-12	-51.5363E+0
3.79921E+0	31.3237E+3	174.088E-12	-50.8600E+0
3.81788E+0	31.3237E+3	174.607E-12	-54.2861E+0
3.83654E+0	31.3237E+3	170.250E-12	-51.0036E+0
3.85521E+0	31.3237E+3	168.024E-12	-55.7575E+0
3.87388E+0	31.3237E+3	179.880E-12	-50.9610E+0
3.89255E+0	31.3237E+3	178.336E-12	-50.4444E+0
3.91122E+0	31.3237E+3	179.064E-12	-51.0735E+0
3.92989E+0	31.3237E+3	191.877E-12	-54.9078E+0
3.94856E+0	31.3237E+3	185.914E-12	-58.2202E+0
3.96723E+0	31.3237E+3	169.147E-12	-57.6416E+0
3.98590E+0	31.3237E+3	165.554E-12	-53.8259E+0
4.00457E+0	31.3237E+3	166.378E-12	-52.7217E+0
4.02324E+0	31.3237E+3	166.389E-12	-54.5651E+0
4.04191E+0	31.3237E+3	170.403E-12	-55.4075E+0
4.06058E+0	31.3237E+3	170.082E-12	-57.2640E+0
4.07925E+0	31.3237E+3	173.399E-12	-53.8195E+0
4.09791E+0	31.3237E+3	166.760E-12	-57.1648E+0
4.11658E+0	31.3237E+3	168.492E-12	-54.4476E+0
4.13525E+0	31.3237E+3	159.436E-12	-52.8806E+0
4.15392E+0	31.3237E+3	160.936E-12	-52.8639E+0
4.17259E+0	31.3237E+3	166.858E-12	-52.3223E+0
4.19126E+0	31.3237E+3	171.095E-12	-54.6440E+0
4.20993E+0	31.3237E+3	158.047E-12	-57.5914E+0
4.22860E+0	31.3237E+3	157.110E-12	-57.2261E+0
4.24727E+0	31.3237E+3	150.734E-12	-54.8183E+0
4.26594E+0	31.3237E+3	168.755E-12	-50.1486E+0
4.28461E+0	31.3237E+3	164.356E-12	-58.1086E+0
4.30327E+0	31.3237E+3	161.005E-12	-53.8614E+0
4.32194E+0	31.3237E+3	164.861E-12	-55.9538E+0
4.34061E+0	31.3237E+3	145.776E-12	-53.9713E+0
4.35928E+0	31.3237E+3	164.988E-12	-53.0527E+0
4.37795E+0	31.3237E+3	158.957E-12	-55.3174E+0
4.39662E+0	31.3237E+3	149.250E-12	-56.0635E+0
4.41529E+0	31.3237E+3	155.558E-12	-53.5338E+0
4.43396E+0	31.3237E+3	154.145E-12	-53.6397E+0
4.45263E+0	31.3237E+3	154.734E-12	-54.3798E+0
4.47130E+0	31.3237E+3	145.173E-12	-52.1095E+0
4.48997E+0	31.3237E+3	153.402E-12	-52.1377E+0
4.50864E+0	31.3237E+3	157.298E-12	-53.9817E+0
4.52730E+0	31.3237E+3	154.304E-12	-52.6250E+0
4.54597E+0	31.3237E+3	163.049E-12	-54.6981E+0
4.56464E+0	31.3237E+3	158.835E-12	-56.7601E+0
4.58331E+0	31.3237E+3	148.846E-12	-56.3166E+0
4.60198E+0	31.3237E+3	152.185E-12	-53.6881E+0
4.62065E+0	31.3237E+3	152.680E-12	-53.6107E+0
4.63932E+0	31.3237E+3	147.639E-12	-56.1196E+0
4.65799E+0	31.3237E+3	146.579E-12	-57.4484E+0
4.67666E+0	31.3237E+3	140.290E-12	-55.4065E+0
4.69533E+0	31.3237E+3	145.154E-12	-54.3784E+0
4.71400E+0	31.3237E+3	153.217E-12	-56.3656E+0
4.73266E+0	31.3237E+3	136.296E-12	-55.2610E+0
4.75133E+0	31.3237E+3	145.037E-12	-52.6709E+0
4.77000E+0	31.3237E+3	151.439E-12	-56.0819E+0
