Experiment	Frequency Sweep	
Date	28.04.2017 16:36:25	
User		
f_res (Hz)	30187.3413	
Q	3763	
Phase (deg)	-48.93	
Amp/Exc (nm/mV)	0.073916	
Number of points	512	
Fit length	11	

[DATA]
Frequency Shift (Hz)	Center Frequency (Hz)	Amplitude (m)	Phase (deg)
-63.4589E+0	30.1782E+3	18.6113E-12	107.574E+0
-63.1603E+0	30.1782E+3	22.1684E-12	108.639E+0
-62.8617E+0	30.1782E+3	22.8278E-12	50.1745E+0
-62.5630E+0	30.1782E+3	21.2946E-12	107.559E+0
-62.2644E+0	30.1782E+3	17.1364E-12	103.432E+0
-61.9658E+0	30.1782E+3	21.3724E-12	107.924E+0
-61.6671E+0	30.1782E+3	19.3951E-12	101.452E+0
-61.3685E+0	30.1782E+3	18.1135E-12	112.323E+0
-61.0699E+0	30.1782E+3	19.1432E-12	109.371E+0
-60.7713E+0	30.1782E+3	18.7880E-12	109.032E+0
-60.4726E+0	30.1782E+3	18.8044E-12	115.182E+0
-60.1740E+0	30.1782E+3	20.5229E-12	106.972E+0
-59.8754E+0	30.1782E+3	21.3037E-12	108.904E+0
-59.5767E+0	30.1782E+3	17.8860E-12	103.920E+0
-59.2781E+0	30.1782E+3	19.8975E-12	96.8643E+0
-58.9795E+0	30.1782E+3	19.7541E-12	103.366E+0
-58.6808E+0	30.1782E+3	19.7302E-12	99.6985E+0
-58.3822E+0	30.1782E+3	21.0125E-12	115.407E+0
-58.0836E+0	30.1782E+3	19.3181E-12	100.884E+0
-57.7850E+0	30.1782E+3	20.9615E-12	108.659E+0
-57.4863E+0	30.1782E+3	19.1971E-12	100.195E+0
-57.1877E+0	30.1782E+3	21.2373E-12	107.392E+0
-56.8891E+0	30.1782E+3	22.6833E-12	110.680E+0
-56.5904E+0	30.1782E+3	19.6220E-12	108.238E+0
-56.2918E+0	30.1782E+3	20.5399E-12	111.931E+0
-55.9932E+0	30.1782E+3	20.1386E-12	107.493E+0
-55.6945E+0	30.1782E+3	20.0053E-12	106.549E+0
-55.3959E+0	30.1782E+3	22.4242E-12	115.317E+0
-55.0973E+0	30.1782E+3	22.4514E-12	110.685E+0
-54.7987E+0	30.1782E+3	21.6752E-12	103.854E+0
-54.5000E+0	30.1782E+3	18.8919E-12	110.598E+0
-54.2014E+0	30.1782E+3	22.8782E-12	108.343E+0
-53.9028E+0	30.1782E+3	22.2700E-12	108.004E+0
-53.6041E+0	30.1782E+3	22.0577E-12	104.062E+0
-53.3055E+0	30.1782E+3	21.0157E-12	103.848E+0
-53.0069E+0	30.1782E+3	22.0080E-12	111.189E+0
-52.7083E+0	30.1782E+3	22.6611E-12	112.250E+0
-52.4096E+0	30.1782E+3	22.0869E-12	111.077E+0
-52.1110E+0	30.1782E+3	19.9057E-12	102.203E+0
-51.8124E+0	30.1782E+3	23.7938E-12	103.074E+0
-51.5137E+0	30.1782E+3	21.6990E-12	99.6166E+0
-51.2151E+0	30.1782E+3	20.6397E-12	106.266E+0
-50.9165E+0	30.1782E+3	22.7539E-12	113.846E+0
-50.6178E+0	30.1782E+3	21.8640E-12	109.184E+0
-50.3192E+0	30.1782E+3	21.8583E-12	108.940E+0
-50.0206E+0	30.1782E+3	22.2061E-12	106.031E+0
-49.7220E+0	30.1782E+3	22.0859E-12	106.097E+0
-49.4233E+0	30.1782E+3	23.3178E-12	114.432E+0
-49.1247E+0	30.1782E+3	23.9239E-12	111.540E+0
-48.8261E+0	30.1782E+3	21.7730E-12	103.713E+0
-48.5274E+0	30.1782E+3	23.5950E-12	105.016E+0
-48.2288E+0	30.1782E+3	22.4750E-12	96.4759E+0
-47.9302E+0	30.1782E+3	21.4659E-12	106.147E+0
-47.6315E+0	30.1782E+3	23.1225E-12	106.575E+0
-47.3329E+0	30.1782E+3	23.5969E-12	105.034E+0
-47.0343E+0	30.1782E+3	24.7655E-12	99.6115E+0
-46.7357E+0	30.1782E+3	24.4400E-12	105.489E+0
-46.4370E+0	30.1782E+3	24.7059E-12	105.486E+0
-46.1384E+0	30.1782E+3	23.5881E-12	107.260E+0
-45.8398E+0	30.1782E+3	25.3145E-12	108.915E+0
-45.5411E+0	30.1782E+3	25.8410E-12	105.365E+0
-45.2425E+0	30.1782E+3	23.0544E-12	104.620E+0
-44.9439E+0	30.1782E+3	23.3259E-12	105.595E+0
-44.6452E+0	30.1782E+3	24.9608E-12	98.6287E+0
-44.3466E+0	30.1782E+3	24.4976E-12	103.488E+0
-44.0480E+0	30.1782E+3	23.9086E-12	102.082E+0
-43.7494E+0	30.1782E+3	23.9093E-12	110.299E+0
-43.4507E+0	30.1782E+3	22.9903E-12	109.054E+0
-43.1521E+0	30.1782E+3	24.8746E-12	101.429E+0
-42.8535E+0	30.1782E+3	24.1598E-12	102.765E+0
-42.5548E+0	30.1782E+3	23.0799E-12	104.874E+0
-42.2562E+0	30.1782E+3	25.0699E-12	103.358E+0
-41.9576E+0	30.1782E+3	25.4417E-12	108.257E+0
-41.6590E+0	30.1782E+3	26.8189E-12	101.587E+0
-41.3603E+0	30.1782E+3	25.1310E-12	106.154E+0
-41.0617E+0	30.1782E+3	25.2716E-12	105.081E+0
-40.7631E+0	30.1782E+3	26.5344E-12	104.285E+0
-40.4644E+0	30.1782E+3	24.3983E-12	100.623E+0
-40.1658E+0	30.1782E+3	25.1699E-12	107.829E+0
-39.8672E+0	30.1782E+3	26.3143E-12	106.379E+0
-39.5685E+0	30.1782E+3	25.6971E-12	104.540E+0
-39.2699E+0	30.1782E+3	27.6025E-12	105.661E+0
-38.9713E+0	30.1782E+3	27.9408E-12	103.828E+0
-38.6727E+0	30.1782E+3	25.6217E-12	106.497E+0
-38.3740E+0	30.1782E+3	27.6847E-12	107.369E+0
-38.0754E+0	30.1782E+3	39.4396E-12	50.4351E+0
-37.7768E+0	30.1782E+3	28.2624E-12	99.8871E+0
-37.4781E+0	30.1782E+3	25.3564E-12	105.686E+0
-37.1795E+0	30.1782E+3	26.2006E-12	109.430E+0
-36.8809E+0	30.1782E+3	27.9439E-12	110.834E+0
-36.5822E+0	30.1782E+3	27.9114E-12	111.851E+0
-36.2836E+0	30.1782E+3	27.1610E-12	108.004E+0
-35.9850E+0	30.1782E+3	25.0326E-12	104.641E+0
-35.6864E+0	30.1782E+3	29.5531E-12	105.600E+0
-35.3877E+0	30.1782E+3	27.5069E-12	106.113E+0
-35.0891E+0	30.1782E+3	29.4674E-12	115.771E+0
-34.7905E+0	30.1782E+3	28.4829E-12	105.436E+0
-34.4918E+0	30.1782E+3	29.4594E-12	105.100E+0
-34.1932E+0	30.1782E+3	28.5279E-12	107.959E+0
-33.8946E+0	30.1782E+3	27.1407E-12	108.502E+0
-33.5959E+0	30.1782E+3	28.0930E-12	108.594E+0
-33.2973E+0	30.1782E+3	29.0524E-12	110.488E+0
-32.9987E+0	30.1782E+3	30.6557E-12	103.783E+0
-32.7001E+0	30.1782E+3	29.8697E-12	110.325E+0
-32.4014E+0	30.1782E+3	30.8176E-12	107.782E+0
-32.1028E+0	30.1782E+3	29.3158E-12	108.165E+0
-31.8042E+0	30.1782E+3	31.5259E-12	110.261E+0
-31.5055E+0	30.1782E+3	30.3293E-12	116.069E+0
-31.2069E+0	30.1782E+3	28.7038E-12	107.516E+0
-30.9083E+0	30.1782E+3	29.1014E-12	113.941E+0
-30.6096E+0	30.1782E+3	30.8344E-12	108.530E+0
-30.3110E+0	30.1782E+3	30.9723E-12	106.932E+0
-30.0124E+0	30.1782E+3	30.9822E-12	108.353E+0
-29.7138E+0	30.1782E+3	31.2262E-12	105.830E+0
-29.4151E+0	30.1782E+3	31.7780E-12	106.994E+0
-29.1165E+0	30.1782E+3	33.8160E-12	104.744E+0
-28.8179E+0	30.1782E+3	33.5016E-12	109.902E+0
-28.5192E+0	30.1782E+3	32.4237E-12	109.567E+0
-28.2206E+0	30.1782E+3	31.6977E-12	104.848E+0
-27.9220E+0	30.1782E+3	32.8840E-12	110.264E+0
-27.6234E+0	30.1782E+3	34.6415E-12	96.9854E+0
-27.3247E+0	30.1782E+3	34.6226E-12	104.376E+0
-27.0261E+0	30.1782E+3	32.4816E-12	103.255E+0
-26.7275E+0	30.1782E+3	35.9666E-12	107.001E+0
-26.4288E+0	30.1782E+3	36.9821E-12	106.999E+0
-26.1302E+0	30.1782E+3	34.3651E-12	103.631E+0
-25.8316E+0	30.1782E+3	35.3230E-12	103.966E+0
-25.5329E+0	30.1782E+3	34.6990E-12	105.179E+0
-25.2343E+0	30.1782E+3	36.7577E-12	105.985E+0
-24.9357E+0	30.1782E+3	35.2013E-12	104.828E+0
-24.6371E+0	30.1782E+3	38.4562E-12	108.080E+0
-24.3384E+0	30.1782E+3	38.8904E-12	105.725E+0
-24.0398E+0	30.1782E+3	36.6881E-12	105.691E+0
-23.7412E+0	30.1782E+3	36.2206E-12	108.327E+0
-23.4425E+0	30.1782E+3	36.9210E-12	107.041E+0
-23.1439E+0	30.1782E+3	40.3848E-12	104.653E+0
-22.8453E+0	30.1782E+3	37.9272E-12	107.051E+0
-22.5466E+0	30.1782E+3	39.4729E-12	109.180E+0
-22.2480E+0	30.1782E+3	39.5619E-12	108.541E+0
-21.9494E+0	30.1782E+3	36.6518E-12	103.064E+0
-21.6508E+0	30.1782E+3	40.8774E-12	105.907E+0
-21.3521E+0	30.1782E+3	39.2881E-12	107.583E+0
-21.0535E+0	30.1782E+3	40.9610E-12	108.653E+0
-20.7549E+0	30.1782E+3	40.9808E-12	103.077E+0
-20.4562E+0	30.1782E+3	41.7056E-12	108.647E+0
-20.1576E+0	30.1782E+3	42.4559E-12	106.525E+0
-19.8590E+0	30.1782E+3	44.7527E-12	106.644E+0
-19.5603E+0	30.1782E+3	41.6944E-12	107.678E+0
-19.2617E+0	30.1782E+3	44.0016E-12	104.955E+0
-18.9631E+0	30.1782E+3	41.5725E-12	105.819E+0
-18.6645E+0	30.1782E+3	43.9476E-12	108.570E+0
-18.3658E+0	30.1782E+3	46.6954E-12	104.123E+0
-18.0672E+0	30.1782E+3	46.0932E-12	103.327E+0
-17.7686E+0	30.1782E+3	44.6574E-12	105.571E+0
-17.4699E+0	30.1782E+3	45.9167E-12	106.367E+0
-17.1713E+0	30.1782E+3	49.3679E-12	105.391E+0
-16.8727E+0	30.1782E+3	47.1039E-12	101.683E+0
-16.5741E+0	30.1782E+3	47.4530E-12	104.003E+0
-16.2754E+0	30.1782E+3	44.7700E-12	101.543E+0
-15.9768E+0	30.1782E+3	49.8682E-12	106.633E+0
-15.6782E+0	30.1782E+3	48.9098E-12	103.202E+0
-15.3795E+0	30.1782E+3	48.5701E-12	105.295E+0
-15.0809E+0	30.1782E+3	50.3483E-12	104.090E+0
-14.7823E+0	30.1782E+3	51.5472E-12	105.309E+0
-14.4836E+0	30.1782E+3	54.3649E-12	105.395E+0
-14.1850E+0	30.1782E+3	52.2542E-12	104.881E+0
-13.8864E+0	30.1782E+3	53.2753E-12	105.003E+0
-13.5878E+0	30.1782E+3	54.6281E-12	105.586E+0
-13.2891E+0	30.1782E+3	55.8016E-12	106.454E+0
-12.9905E+0	30.1782E+3	54.2714E-12	105.148E+0
-12.6919E+0	30.1782E+3	56.7486E-12	105.071E+0
-12.3932E+0	30.1782E+3	58.4822E-12	101.187E+0
-12.0946E+0	30.1782E+3	55.6496E-12	102.442E+0
-11.7960E+0	30.1782E+3	58.6573E-12	103.386E+0
-11.4973E+0	30.1782E+3	61.6588E-12	105.985E+0
-11.1987E+0	30.1782E+3	60.3433E-12	103.399E+0
-10.9001E+0	30.1782E+3	60.5226E-12	100.692E+0
-10.6015E+0	30.1782E+3	63.1848E-12	100.880E+0
-10.3028E+0	30.1782E+3	61.7895E-12	103.304E+0
-10.0042E+0	30.1782E+3	68.3087E-12	102.563E+0
-9.70557E+0	30.1782E+3	65.0427E-12	105.592E+0
-9.40694E+0	30.1782E+3	66.6498E-12	104.096E+0
-9.10831E+0	30.1782E+3	67.4893E-12	104.579E+0
-8.80968E+0	30.1782E+3	66.8514E-12	101.577E+0
-8.51105E+0	30.1782E+3	69.1071E-12	103.290E+0
-8.21242E+0	30.1782E+3	70.9317E-12	99.3125E+0
-7.91379E+0	30.1782E+3	69.2039E-12	101.545E+0
-7.61516E+0	30.1782E+3	74.0887E-12	100.925E+0
-7.31653E+0	30.1782E+3	76.7693E-12	101.521E+0
-7.01790E+0	30.1782E+3	74.9297E-12	102.008E+0
-6.71927E+0	30.1782E+3	79.4050E-12	100.737E+0
-6.42064E+0	30.1782E+3	81.0025E-12	99.3604E+0
-6.12201E+0	30.1782E+3	81.7419E-12	99.7671E+0
-5.82338E+0	30.1782E+3	79.5183E-12	101.259E+0
-5.52475E+0	30.1782E+3	82.6472E-12	102.316E+0
-5.22612E+0	30.1782E+3	82.5878E-12	103.625E+0
-4.92748E+0	30.1782E+3	88.6284E-12	97.8650E+0
-4.62885E+0	30.1782E+3	90.6899E-12	98.2340E+0
-4.33022E+0	30.1782E+3	90.9238E-12	98.6298E+0
-4.03159E+0	30.1782E+3	89.1932E-12	100.690E+0
-3.73296E+0	30.1782E+3	92.8065E-12	98.4090E+0
-3.43433E+0	30.1782E+3	94.5439E-12	98.5685E+0
-3.13570E+0	30.1782E+3	96.0117E-12	99.8112E+0
-2.83707E+0	30.1782E+3	100.913E-12	96.5783E+0
-2.53844E+0	30.1782E+3	101.057E-12	96.9620E+0
-2.23981E+0	30.1782E+3	108.545E-12	96.1677E+0
-1.94118E+0	30.1782E+3	109.619E-12	97.1487E+0
-1.64255E+0	30.1782E+3	116.570E-12	93.4987E+0
-1.34392E+0	30.1782E+3	113.944E-12	95.3049E+0
-1.04529E+0	30.1782E+3	117.747E-12	95.1800E+0
-746.662E-3	30.1782E+3	126.409E-12	94.2891E+0
-448.032E-3	30.1782E+3	127.014E-12	94.4509E+0
-149.402E-3	30.1782E+3	129.879E-12	92.6695E+0
149.228E-3	30.1782E+3	128.304E-12	91.8467E+0
447.858E-3	30.1782E+3	137.120E-12	92.5933E+0
746.488E-3	30.1782E+3	142.048E-12	92.8308E+0
1.04512E+0	30.1782E+3	145.367E-12	91.4729E+0
1.34375E+0	30.1782E+3	154.024E-12	87.9215E+0
1.64238E+0	30.1782E+3	158.321E-12	86.6875E+0
1.94101E+0	30.1782E+3	161.527E-12	87.2022E+0
2.23964E+0	30.1782E+3	168.192E-12	84.6111E+0
2.53827E+0	30.1782E+3	173.357E-12	84.8397E+0
2.83690E+0	30.1782E+3	180.338E-12	83.7378E+0
3.13553E+0	30.1782E+3	182.242E-12	83.7437E+0
3.43416E+0	30.1782E+3	191.124E-12	79.3729E+0
3.73279E+0	30.1782E+3	198.272E-12	79.7712E+0
4.03142E+0	30.1782E+3	208.080E-12	78.4088E+0
4.33005E+0	30.1782E+3	218.759E-12	74.5413E+0
4.62868E+0	30.1782E+3	229.641E-12	73.5531E+0
4.92731E+0	30.1782E+3	241.721E-12	72.7095E+0
5.22594E+0	30.1782E+3	248.956E-12	69.7958E+0
5.52457E+0	30.1782E+3	253.299E-12	66.8043E+0
5.82320E+0	30.1782E+3	270.384E-12	64.6502E+0
6.12183E+0	30.1782E+3	281.574E-12	63.4148E+0
6.42046E+0	30.1782E+3	288.603E-12	60.3131E+0
6.71909E+0	30.1782E+3	297.731E-12	55.9342E+0
7.01772E+0	30.1782E+3	317.981E-12	52.3274E+0
7.31635E+0	30.1782E+3	323.978E-12	52.0934E+0
7.61498E+0	30.1782E+3	335.914E-12	46.2311E+0
7.91361E+0	30.1782E+3	345.387E-12	42.5990E+0
8.21224E+0	30.1782E+3	354.496E-12	36.9493E+0
8.51087E+0	30.1782E+3	364.561E-12	33.1509E+0
8.80950E+0	30.1782E+3	369.299E-12	28.0048E+0
9.10813E+0	30.1782E+3	369.579E-12	25.5258E+0
9.40676E+0	30.1782E+3	369.004E-12	17.9869E+0
9.70539E+0	30.1782E+3	324.529E-12	26.7712E+0
10.0040E+0	30.1782E+3	317.976E-12	12.7055E+0
10.3027E+0	30.1782E+3	323.008E-12	6.36588E+0
10.6013E+0	30.1782E+3	314.532E-12	484.240E-3
10.8999E+0	30.1782E+3	301.925E-12	-2.89992E+0
11.1985E+0	30.1782E+3	286.876E-12	-5.37035E+0
11.4972E+0	30.1782E+3	318.267E-12	-7.27297E+0
11.7958E+0	30.1782E+3	286.302E-12	-14.1770E+0
12.0944E+0	30.1782E+3	272.152E-12	-16.7206E+0
12.3931E+0	30.1782E+3	256.637E-12	-19.8491E+0
12.6917E+0	30.1782E+3	257.774E-12	-23.2344E+0
12.9903E+0	30.1782E+3	239.976E-12	-24.4189E+0
13.2889E+0	30.1782E+3	236.252E-12	-25.5966E+0
13.5876E+0	30.1782E+3	215.140E-12	-28.7148E+0
13.8862E+0	30.1782E+3	204.780E-12	-29.6419E+0
14.1848E+0	30.1782E+3	201.763E-12	-31.8666E+0
14.4835E+0	30.1782E+3	204.101E-12	-32.9774E+0
14.7821E+0	30.1782E+3	188.014E-12	-36.9317E+0
15.0807E+0	30.1782E+3	188.514E-12	-35.0477E+0
15.3794E+0	30.1782E+3	174.581E-12	-38.8966E+0
15.6780E+0	30.1782E+3	175.099E-12	-39.6067E+0
15.9766E+0	30.1782E+3	167.674E-12	-39.9892E+0
16.2752E+0	30.1782E+3	167.418E-12	-41.8302E+0
16.5739E+0	30.1782E+3	154.191E-12	-43.7228E+0
16.8725E+0	30.1782E+3	150.871E-12	-41.7520E+0
17.1711E+0	30.1782E+3	143.500E-12	-44.1783E+0
17.4698E+0	30.1782E+3	144.137E-12	-43.0370E+0
17.7684E+0	30.1782E+3	134.820E-12	-46.5040E+0
18.0670E+0	30.1782E+3	130.822E-12	-45.7254E+0
18.3657E+0	30.1782E+3	130.142E-12	-46.4103E+0
18.6643E+0	30.1782E+3	126.119E-12	-47.0498E+0
18.9629E+0	30.1782E+3	118.583E-12	-48.7418E+0
19.2615E+0	30.1782E+3	121.327E-12	-48.0673E+0
19.5602E+0	30.1782E+3	119.987E-12	-50.2234E+0
19.8588E+0	30.1782E+3	127.272E-12	-49.4515E+0
20.1574E+0	30.1782E+3	113.086E-12	-50.7924E+0
20.4561E+0	30.1782E+3	101.369E-12	-50.7889E+0
20.7547E+0	30.1782E+3	104.294E-12	-48.5481E+0
21.0533E+0	30.1782E+3	102.475E-12	-48.9784E+0
21.3520E+0	30.1782E+3	96.2315E-12	-52.1704E+0
21.6506E+0	30.1782E+3	95.6218E-12	-52.1274E+0
21.9492E+0	30.1782E+3	94.9929E-12	-53.6134E+0
22.2478E+0	30.1782E+3	98.4826E-12	-52.2947E+0
22.5465E+0	30.1782E+3	92.1059E-12	-52.2632E+0
22.8451E+0	30.1782E+3	92.7051E-12	-50.5524E+0
23.1437E+0	30.1782E+3	92.4085E-12	-51.3289E+0
23.4424E+0	30.1782E+3	91.0342E-12	-56.6486E+0
23.7410E+0	30.1782E+3	96.2663E-12	-56.2489E+0
24.0396E+0	30.1782E+3	93.3327E-12	-56.1354E+0
24.3383E+0	30.1782E+3	84.5421E-12	-53.6587E+0
24.6369E+0	30.1782E+3	79.5800E-12	-54.1745E+0
24.9355E+0	30.1782E+3	78.0251E-12	-55.7773E+0
25.2341E+0	30.1782E+3	81.7464E-12	-56.9692E+0
25.5328E+0	30.1782E+3	79.1901E-12	-58.3642E+0
25.8314E+0	30.1782E+3	81.4844E-12	-57.4450E+0
26.1300E+0	30.1782E+3	76.7035E-12	-57.8985E+0
26.4287E+0	30.1782E+3	77.4684E-12	-59.0178E+0
26.7273E+0	30.1782E+3	75.0564E-12	-61.0378E+0
27.0259E+0	30.1782E+3	73.1209E-12	-58.4483E+0
27.3245E+0	30.1782E+3	72.2696E-12	-59.4059E+0
27.6232E+0	30.1782E+3	76.8270E-12	-61.8312E+0
27.9218E+0	30.1782E+3	70.3588E-12	-56.4174E+0
28.2204E+0	30.1782E+3	70.5051E-12	-59.8548E+0
28.5191E+0	30.1782E+3	66.8329E-12	-58.4812E+0
28.8177E+0	30.1782E+3	66.7828E-12	-59.9999E+0
29.1163E+0	30.1782E+3	60.1743E-12	-60.3811E+0
29.4150E+0	30.1782E+3	64.5454E-12	-60.5062E+0
29.7136E+0	30.1782E+3	62.4895E-12	-63.0553E+0
30.0122E+0	30.1782E+3	63.0764E-12	-63.1403E+0
30.3108E+0	30.1782E+3	61.5187E-12	-60.6217E+0
30.6095E+0	30.1782E+3	57.2903E-12	-60.0556E+0
30.9081E+0	30.1782E+3	58.3091E-12	-65.0090E+0
31.2067E+0	30.1782E+3	58.2160E-12	-61.6810E+0
31.5054E+0	30.1782E+3	55.8055E-12	-61.4017E+0
31.8040E+0	30.1782E+3	57.7307E-12	-63.4359E+0
32.1026E+0	30.1782E+3	56.0767E-12	-63.1873E+0
32.4013E+0	30.1782E+3	52.6639E-12	-61.6313E+0
32.6999E+0	30.1782E+3	55.3320E-12	-63.0093E+0
32.9985E+0	30.1782E+3	56.7800E-12	-66.0079E+0
33.2971E+0	30.1782E+3	52.5172E-12	-66.9193E+0
33.5958E+0	30.1782E+3	53.1966E-12	-62.4304E+0
33.8944E+0	30.1782E+3	52.4520E-12	-66.0409E+0
34.1930E+0	30.1782E+3	50.8612E-12	-60.7605E+0
34.4917E+0	30.1782E+3	52.4438E-12	-66.0951E+0
34.7903E+0	30.1782E+3	50.6762E-12	-61.1599E+0
35.0889E+0	30.1782E+3	51.2837E-12	-62.5903E+0
35.3876E+0	30.1782E+3	51.0242E-12	-63.1175E+0
35.6862E+0	30.1782E+3	50.0939E-12	-66.5139E+0
35.9848E+0	30.1782E+3	48.0013E-12	-68.0606E+0
36.2834E+0	30.1782E+3	45.0835E-12	-66.2919E+0
36.5821E+0	30.1782E+3	45.9245E-12	-63.4148E+0
36.8807E+0	30.1782E+3	48.8770E-12	-63.6771E+0
37.1793E+0	30.1782E+3	47.6999E-12	-66.8193E+0
37.4780E+0	30.1782E+3	45.0674E-12	-64.2482E+0
37.7766E+0	30.1782E+3	43.2423E-12	-70.0315E+0
38.0752E+0	30.1782E+3	45.0950E-12	-68.2439E+0
38.3739E+0	30.1782E+3	44.3046E-12	-68.1622E+0
38.6725E+0	30.1782E+3	43.9958E-12	-69.2389E+0
38.9711E+0	30.1782E+3	41.5734E-12	-66.0750E+0
39.2697E+0	30.1782E+3	43.3793E-12	-67.3095E+0
39.5684E+0	30.1782E+3	42.6922E-12	-68.9645E+0
39.8670E+0	30.1782E+3	42.9324E-12	-66.8905E+0
40.1656E+0	30.1782E+3	40.3778E-12	-64.8763E+0
40.4643E+0	30.1782E+3	40.9308E-12	-67.0382E+0
40.7629E+0	30.1782E+3	41.0175E-12	-66.9177E+0
41.0615E+0	30.1782E+3	40.8631E-12	-66.8799E+0
41.3601E+0	30.1782E+3	43.5806E-12	-69.5164E+0
41.6588E+0	30.1782E+3	38.6028E-12	-69.6312E+0
41.9574E+0	30.1782E+3	40.5449E-12	-66.8571E+0
42.2560E+0	30.1782E+3	39.1331E-12	-63.8051E+0
42.5547E+0	30.1782E+3	35.7238E-12	-67.9095E+0
42.8533E+0	30.1782E+3	38.2240E-12	-65.6752E+0
43.1519E+0	30.1782E+3	37.8679E-12	-64.5567E+0
43.4506E+0	30.1782E+3	38.6835E-12	-64.0997E+0
43.7492E+0	30.1782E+3	35.9314E-12	-68.0019E+0
44.0478E+0	30.1782E+3	36.3434E-12	-69.2070E+0
44.3464E+0	30.1782E+3	37.9833E-12	-66.4905E+0
44.6451E+0	30.1782E+3	37.5570E-12	-67.3369E+0
44.9437E+0	30.1782E+3	31.1267E-12	-68.9562E+0
45.2423E+0	30.1782E+3	33.8022E-12	-67.8521E+0
45.5410E+0	30.1782E+3	35.9635E-12	-67.1704E+0
45.8396E+0	30.1782E+3	35.1087E-12	-67.1596E+0
46.1382E+0	30.1782E+3	33.2631E-12	-62.3740E+0
46.4369E+0	30.1782E+3	35.7100E-12	-65.8739E+0
46.7355E+0	30.1782E+3	35.8016E-12	-67.4035E+0
47.0341E+0	30.1782E+3	36.1551E-12	-66.9632E+0
47.3327E+0	30.1782E+3	30.8807E-12	-64.5925E+0
47.6314E+0	30.1782E+3	32.1882E-12	-67.1852E+0
47.9300E+0	30.1782E+3	31.9281E-12	-61.3066E+0
48.2286E+0	30.1782E+3	32.6960E-12	-66.7580E+0
48.5273E+0	30.1782E+3	30.8526E-12	-67.1588E+0
48.8259E+0	30.1782E+3	32.0231E-12	-66.1138E+0
49.1245E+0	30.1782E+3	31.1273E-12	-64.7410E+0
49.4232E+0	30.1782E+3	31.3156E-12	-71.2882E+0
49.7218E+0	30.1782E+3	32.3483E-12	-64.7112E+0
50.0204E+0	30.1782E+3	29.8834E-12	-68.6682E+0
