Experiment	Frequency Sweep	
Date	30.04.2017 16:43:51	
User		
f_res (Hz)	31691.5091	
Q	15140	
Phase (deg)	-67.79	
Amp/Exc (nm/mV)	0.291989	
Number of points	512	
Fit length	11	

[DATA]
Frequency Shift (Hz)	Center Frequency (Hz)	Amplitude (m)	Phase (deg)
-12.4468E+0	31.6927E+3	256.041E-12	104.391E+0
-12.3720E+0	31.6927E+3	257.810E-12	104.937E+0
-12.2973E+0	31.6927E+3	258.981E-12	105.388E+0
-12.2225E+0	31.6927E+3	259.745E-12	105.377E+0
-12.1478E+0	31.6927E+3	259.928E-12	105.163E+0
-12.0730E+0	31.6927E+3	268.367E-12	104.682E+0
-11.9983E+0	31.6927E+3	267.338E-12	104.578E+0
-11.9235E+0	31.6927E+3	270.430E-12	105.111E+0
-11.8487E+0	31.6927E+3	267.952E-12	104.539E+0
-11.7740E+0	31.6927E+3	270.160E-12	104.125E+0
-11.6992E+0	31.6927E+3	278.176E-12	104.681E+0
-11.6245E+0	31.6927E+3	276.049E-12	104.516E+0
-11.5497E+0	31.6927E+3	282.267E-12	104.045E+0
-11.4750E+0	31.6927E+3	281.924E-12	105.048E+0
-11.4002E+0	31.6927E+3	283.147E-12	104.077E+0
-11.3254E+0	31.6927E+3	285.082E-12	104.505E+0
-11.2507E+0	31.6927E+3	291.088E-12	104.613E+0
-11.1759E+0	31.6927E+3	289.184E-12	106.983E+0
-11.1012E+0	31.6927E+3	301.108E-12	102.979E+0
-11.0264E+0	31.6927E+3	307.413E-12	104.135E+0
-10.9517E+0	31.6927E+3	305.033E-12	104.213E+0
-10.8769E+0	31.6927E+3	310.962E-12	104.662E+0
-10.8022E+0	31.6927E+3	308.478E-12	103.813E+0
-10.7274E+0	31.6927E+3	316.074E-12	102.640E+0
-10.6526E+0	31.6927E+3	317.355E-12	103.478E+0
-10.5779E+0	31.6927E+3	320.579E-12	103.855E+0
-10.5031E+0	31.6927E+3	324.991E-12	103.930E+0
-10.4284E+0	31.6927E+3	325.065E-12	103.690E+0
-10.3536E+0	31.6927E+3	328.093E-12	104.592E+0
-10.2789E+0	31.6927E+3	330.964E-12	104.578E+0
-10.2041E+0	31.6927E+3	333.514E-12	104.007E+0
-10.1294E+0	31.6927E+3	337.754E-12	103.666E+0
-10.0546E+0	31.6927E+3	326.291E-12	102.554E+0
-9.97985E+0	31.6927E+3	344.340E-12	104.030E+0
-9.90509E+0	31.6927E+3	346.059E-12	105.025E+0
-9.83034E+0	31.6927E+3	344.337E-12	104.362E+0
-9.75558E+0	31.6927E+3	346.619E-12	104.660E+0
-9.68083E+0	31.6927E+3	354.900E-12	105.270E+0
-9.60607E+0	31.6927E+3	347.778E-12	105.850E+0
-9.53131E+0	31.6927E+3	347.688E-12	105.109E+0
-9.45656E+0	31.6927E+3	360.711E-12	104.810E+0
-9.38180E+0	31.6927E+3	364.585E-12	104.719E+0
-9.30705E+0	31.6927E+3	360.778E-12	105.350E+0
-9.23229E+0	31.6927E+3	372.395E-12	103.802E+0
-9.15754E+0	31.6927E+3	382.235E-12	103.822E+0
-9.08278E+0	31.6927E+3	378.955E-12	102.717E+0
-9.00802E+0	31.6927E+3	377.662E-12	102.365E+0
-8.93327E+0	31.6927E+3	377.882E-12	101.706E+0
-8.85851E+0	31.6927E+3	380.693E-12	101.255E+0
-8.78376E+0	31.6927E+3	384.368E-12	102.771E+0
-8.70900E+0	31.6927E+3	375.399E-12	102.347E+0
-8.63425E+0	31.6927E+3	386.183E-12	101.677E+0
-8.55949E+0	31.6927E+3	382.205E-12	101.320E+0
-8.48473E+0	31.6927E+3	391.609E-12	102.880E+0
-8.40998E+0	31.6927E+3	391.975E-12	103.006E+0
-8.33522E+0	31.6927E+3	396.844E-12	102.279E+0
-8.26047E+0	31.6927E+3	394.202E-12	101.752E+0
-8.18571E+0	31.6927E+3	414.150E-12	99.7173E+0
-8.11096E+0	31.6927E+3	407.814E-12	101.237E+0
-8.03620E+0	31.6927E+3	415.412E-12	102.153E+0
-7.96145E+0	31.6927E+3	446.588E-12	102.534E+0
-7.88669E+0	31.6927E+3	452.187E-12	102.347E+0
-7.81193E+0	31.6927E+3	453.889E-12	99.9826E+0
-7.73718E+0	31.6927E+3	456.776E-12	100.725E+0
-7.66242E+0	31.6927E+3	448.258E-12	98.8582E+0
-7.58767E+0	31.6927E+3	441.173E-12	99.6216E+0
-7.51291E+0	31.6927E+3	461.528E-12	99.5972E+0
-7.43816E+0	31.6927E+3	458.815E-12	99.4753E+0
-7.36340E+0	31.6927E+3	467.010E-12	99.5773E+0
-7.28865E+0	31.6927E+3	478.886E-12	100.356E+0
-7.21389E+0	31.6927E+3	479.879E-12	100.265E+0
-7.13914E+0	31.6927E+3	500.110E-12	100.976E+0
-7.06438E+0	31.6927E+3	461.963E-12	102.006E+0
-6.98963E+0	31.6927E+3	489.275E-12	95.5609E+0
-6.91487E+0	31.6927E+3	479.064E-12	96.4128E+0
-6.84012E+0	31.6927E+3	474.061E-12	96.1946E+0
-6.76536E+0	31.6927E+3	520.065E-12	95.4339E+0
-6.69061E+0	31.6927E+3	518.068E-12	97.4601E+0
-6.61585E+0	31.6927E+3	521.307E-12	95.9476E+0
-6.54110E+0	31.6927E+3	539.071E-12	97.8855E+0
-6.46634E+0	31.6927E+3	546.312E-12	98.9148E+0
-6.39159E+0	31.6927E+3	543.712E-12	99.6101E+0
-6.31683E+0	31.6927E+3	353.298E-12	98.2142E+0
-6.24208E+0	31.6927E+3	534.054E-12	106.477E+0
-6.16732E+0	31.6927E+3	557.950E-12	96.6790E+0
-6.09257E+0	31.6927E+3	549.983E-12	95.2019E+0
-6.01781E+0	31.6927E+3	558.717E-12	96.4160E+0
-5.94306E+0	31.6927E+3	564.931E-12	95.1590E+0
-5.86830E+0	31.6927E+3	573.246E-12	95.7351E+0
-5.79354E+0	31.6927E+3	566.791E-12	96.0882E+0
-5.71879E+0	31.6927E+3	586.643E-12	93.8141E+0
-5.64403E+0	31.6927E+3	587.580E-12	93.6055E+0
-5.56928E+0	31.6927E+3	610.590E-12	93.7767E+0
-5.49452E+0	31.6927E+3	614.260E-12	95.1004E+0
-5.41977E+0	31.6927E+3	619.478E-12	94.8173E+0
-5.34501E+0	31.6927E+3	626.217E-12	94.5742E+0
-5.27026E+0	31.6927E+3	642.875E-12	93.2812E+0
-5.19550E+0	31.6927E+3	639.170E-12	93.4517E+0
-5.12075E+0	31.6927E+3	711.158E-12	89.9291E+0
-5.04599E+0	31.6927E+3	763.161E-12	90.4773E+0
-4.97124E+0	31.6927E+3	719.646E-12	87.8925E+0
-4.89648E+0	31.6927E+3	793.842E-12	89.3841E+0
-4.82173E+0	31.6927E+3	744.222E-12	88.1079E+0
-4.74697E+0	31.6927E+3	819.151E-12	86.8796E+0
-4.67222E+0	31.6927E+3	776.257E-12	87.3138E+0
-4.59746E+0	31.6927E+3	849.701E-12	85.9218E+0
-4.52271E+0	31.6927E+3	857.681E-12	86.4379E+0
-4.44795E+0	31.6927E+3	905.787E-12	87.6165E+0
-4.37320E+0	31.6927E+3	830.014E-12	85.4641E+0
-4.29844E+0	31.6927E+3	913.964E-12	88.5577E+0
-4.22369E+0	31.6927E+3	906.589E-12	90.3616E+0
-4.14893E+0	31.6927E+3	933.490E-12	89.1136E+0
-4.07418E+0	31.6927E+3	944.566E-12	86.3525E+0
-3.99942E+0	31.6927E+3	844.011E-12	85.5562E+0
-3.92466E+0	31.6927E+3	1.01416E-9	80.7326E+0
-3.84991E+0	31.6927E+3	1.08437E-9	85.6275E+0
-3.77515E+0	31.6927E+3	1.07834E-9	88.8000E+0
-3.70040E+0	31.6927E+3	1.09662E-9	86.0069E+0
-3.62564E+0	31.6927E+3	1.14508E-9	88.3518E+0
-3.55089E+0	31.6927E+3	1.13317E-9	84.0764E+0
-3.47613E+0	31.6927E+3	1.24431E-9	82.0605E+0
-3.40138E+0	31.6927E+3	1.24913E-9	87.0143E+0
-3.32662E+0	31.6927E+3	1.24327E-9	85.8484E+0
-3.25187E+0	31.6927E+3	1.27217E-9	84.9135E+0
-3.17711E+0	31.6927E+3	1.32039E-9	83.8133E+0
-3.10235E+0	31.6927E+3	1.35822E-9	83.0532E+0
-3.02760E+0	31.6927E+3	1.38690E-9	82.1068E+0
-2.95284E+0	31.6927E+3	1.44099E-9	80.9841E+0
-2.87809E+0	31.6927E+3	1.48366E-9	79.9158E+0
-2.80333E+0	31.6927E+3	1.53290E-9	78.4351E+0
-2.72858E+0	31.6927E+3	1.58486E-9	77.0046E+0
-2.65382E+0	31.6927E+3	1.63815E-9	75.9186E+0
-2.57907E+0	31.6927E+3	1.70348E-9	74.0600E+0
-2.50431E+0	31.6927E+3	1.76188E-9	73.0865E+0
-2.42956E+0	31.6927E+3	1.84214E-9	71.0404E+0
-2.35480E+0	31.6927E+3	1.90296E-9	69.5651E+0
-2.28005E+0	31.6927E+3	1.96372E-9	67.6738E+0
-2.20529E+0	31.6927E+3	2.04771E-9	65.3691E+0
-2.13053E+0	31.6927E+3	2.11919E-9	64.3627E+0
-2.05578E+0	31.6927E+3	2.19056E-9	61.1614E+0
-1.98102E+0	31.6927E+3	2.27381E-9	58.3127E+0
-1.90627E+0	31.6927E+3	2.35217E-9	55.0581E+0
-1.83151E+0	31.6927E+3	2.44822E-9	51.7642E+0
-1.75676E+0	31.6927E+3	2.52895E-9	49.3339E+0
-1.68200E+0	31.6927E+3	2.60819E-9	45.8596E+0
-1.60725E+0	31.6927E+3	2.67102E-9	42.6073E+0
-1.53249E+0	31.6927E+3	2.73448E-9	38.9335E+0
-1.45774E+0	31.6927E+3	2.79804E-9	35.1377E+0
-1.38298E+0	31.6927E+3	2.85219E-9	31.6053E+0
-1.30822E+0	31.6927E+3	2.89645E-9	27.4867E+0
-1.23347E+0	31.6927E+3	2.90743E-9	23.2128E+0
-1.15871E+0	31.6927E+3	2.91989E-9	18.8550E+0
-1.08396E+0	31.6927E+3	2.90689E-9	14.4565E+0
-1.00920E+0	31.6927E+3	2.87936E-9	10.4926E+0
-934.447E-3	31.6927E+3	2.84101E-9	6.02664E+0
-859.692E-3	31.6927E+3	2.77609E-9	2.15645E+0
-784.937E-3	31.6927E+3	2.71528E-9	-818.940E-3
-710.181E-3	31.6927E+3	2.65770E-9	-4.94781E+0
-635.426E-3	31.6927E+3	2.57922E-9	-8.70179E+0
-560.670E-3	31.6927E+3	2.48573E-9	-12.1805E+0
-485.915E-3	31.6927E+3	2.39609E-9	-15.6713E+0
-411.160E-3	31.6927E+3	2.28710E-9	-18.3349E+0
-336.404E-3	31.6927E+3	2.18744E-9	-20.6345E+0
-261.649E-3	31.6927E+3	2.10869E-9	-22.5557E+0
-186.894E-3	31.6927E+3	2.02215E-9	-25.1872E+0
-112.138E-3	31.6927E+3	1.92692E-9	-27.6613E+0
-37.3829E-3	31.6927E+3	1.84371E-9	-29.6049E+0
37.3725E-3	31.6927E+3	1.77420E-9	-31.3773E+0
112.128E-3	31.6927E+3	1.69636E-9	-32.7777E+0
186.883E-3	31.6927E+3	1.62701E-9	-33.8389E+0
261.639E-3	31.6927E+3	1.56064E-9	-35.3056E+0
336.394E-3	31.6927E+3	1.48225E-9	-36.3025E+0
411.149E-3	31.6927E+3	1.44625E-9	-37.5489E+0
485.905E-3	31.6927E+3	1.41459E-9	-39.3110E+0
560.660E-3	31.6927E+3	1.34990E-9	-41.0931E+0
635.416E-3	31.6927E+3	1.29001E-9	-40.5937E+0
710.171E-3	31.6927E+3	1.26073E-9	-40.9706E+0
784.926E-3	31.6927E+3	1.22674E-9	-42.7374E+0
859.682E-3	31.6927E+3	1.18111E-9	-43.2201E+0
934.437E-3	31.6927E+3	1.14860E-9	-44.3055E+0
1.00919E+0	31.6927E+3	1.12070E-9	-44.9546E+0
1.08395E+0	31.6927E+3	1.07954E-9	-45.8938E+0
1.15870E+0	31.6927E+3	1.03788E-9	-45.8253E+0
1.23346E+0	31.6927E+3	1.04865E-9	-46.5934E+0
1.30821E+0	31.6927E+3	989.203E-12	-47.7163E+0
1.38297E+0	31.6927E+3	976.884E-12	-47.1229E+0
1.45773E+0	31.6927E+3	959.801E-12	-48.4075E+0
1.53248E+0	31.6927E+3	920.196E-12	-48.7617E+0
1.60724E+0	31.6927E+3	913.260E-12	-49.0244E+0
1.68199E+0	31.6927E+3	877.041E-12	-49.7634E+0
1.75675E+0	31.6927E+3	879.818E-12	-49.8107E+0
1.83150E+0	31.6927E+3	842.457E-12	-50.8069E+0
1.90626E+0	31.6927E+3	825.966E-12	-50.9540E+0
1.98101E+0	31.6927E+3	812.532E-12	-51.1174E+0
2.05577E+0	31.6927E+3	784.877E-12	-51.1080E+0
2.13052E+0	31.6927E+3	774.499E-12	-51.8899E+0
2.20528E+0	31.6927E+3	757.275E-12	-51.4849E+0
2.28003E+0	31.6927E+3	742.773E-12	-52.2852E+0
2.35479E+0	31.6927E+3	728.372E-12	-53.1741E+0
2.42955E+0	31.6927E+3	716.011E-12	-53.5252E+0
2.50430E+0	31.6927E+3	704.890E-12	-53.4455E+0
2.57906E+0	31.6927E+3	698.502E-12	-53.5091E+0
2.65381E+0	31.6927E+3	679.354E-12	-54.0382E+0
2.72857E+0	31.6927E+3	663.526E-12	-54.3158E+0
2.80332E+0	31.6927E+3	658.039E-12	-54.3866E+0
2.87808E+0	31.6927E+3	640.753E-12	-54.5544E+0
2.95283E+0	31.6927E+3	636.133E-12	-54.9904E+0
3.02759E+0	31.6927E+3	613.225E-12	-54.0766E+0
3.10234E+0	31.6927E+3	604.300E-12	-56.0108E+0
3.17710E+0	31.6927E+3	610.995E-12	-55.5952E+0
3.25186E+0	31.6927E+3	589.146E-12	-55.9116E+0
3.32661E+0	31.6927E+3	579.449E-12	-56.3326E+0
3.40137E+0	31.6927E+3	578.290E-12	-56.1875E+0
3.47612E+0	31.6927E+3	565.962E-12	-55.6625E+0
3.55088E+0	31.6927E+3	552.716E-12	-56.1032E+0
3.62563E+0	31.6927E+3	541.708E-12	-56.5824E+0
3.70039E+0	31.6927E+3	538.335E-12	-56.4758E+0
3.77514E+0	31.6927E+3	526.686E-12	-56.6011E+0
3.84990E+0	31.6927E+3	517.105E-12	-57.6334E+0
3.92465E+0	31.6927E+3	516.734E-12	-56.8307E+0
3.99941E+0	31.6927E+3	507.035E-12	-57.0233E+0
4.07416E+0	31.6927E+3	502.720E-12	-57.4946E+0
4.14892E+0	31.6927E+3	492.702E-12	-57.2807E+0
4.22368E+0	31.6927E+3	486.992E-12	-57.8915E+0
4.29843E+0	31.6927E+3	481.388E-12	-57.4475E+0
4.37319E+0	31.6927E+3	469.435E-12	-57.1733E+0
4.44794E+0	31.6927E+3	466.703E-12	-57.9072E+0
4.52270E+0	31.6927E+3	462.130E-12	-58.2845E+0
4.59745E+0	31.6927E+3	458.011E-12	-58.5033E+0
4.67221E+0	31.6927E+3	454.848E-12	-58.5081E+0
4.74696E+0	31.6927E+3	449.931E-12	-58.9632E+0
4.82172E+0	31.6927E+3	442.940E-12	-58.6914E+0
4.89647E+0	31.6927E+3	433.122E-12	-58.2749E+0
4.97123E+0	31.6927E+3	426.030E-12	-58.2724E+0
5.04598E+0	31.6927E+3	427.615E-12	-58.8906E+0
5.12074E+0	31.6927E+3	424.156E-12	-58.4930E+0
5.19549E+0	31.6927E+3	418.830E-12	-59.3538E+0
5.27025E+0	31.6927E+3	415.268E-12	-58.5780E+0
5.34500E+0	31.6927E+3	408.136E-12	-58.3886E+0
5.41976E+0	31.6927E+3	392.252E-12	-58.0084E+0
5.49451E+0	31.6927E+3	399.695E-12	-58.1226E+0
5.56927E+0	31.6927E+3	396.566E-12	-58.8333E+0
5.64402E+0	31.6927E+3	393.724E-12	-59.2510E+0
5.71878E+0	31.6927E+3	386.000E-12	-59.3610E+0
5.79353E+0	31.6927E+3	385.892E-12	-59.1465E+0
5.86829E+0	31.6927E+3	379.067E-12	-59.4308E+0
5.94304E+0	31.6927E+3	379.909E-12	-59.4581E+0
6.01780E+0	31.6927E+3	375.534E-12	-60.2096E+0
6.09256E+0	31.6927E+3	375.650E-12	-59.1904E+0
6.16731E+0	31.6927E+3	370.921E-12	-58.9456E+0
6.24207E+0	31.6927E+3	360.677E-12	-59.4184E+0
6.31682E+0	31.6927E+3	355.661E-12	-59.7899E+0
6.39158E+0	31.6927E+3	353.349E-12	-59.5270E+0
6.46633E+0	31.6927E+3	348.205E-12	-59.6461E+0
6.54109E+0	31.6927E+3	350.880E-12	-59.6568E+0
6.61584E+0	31.6927E+3	345.559E-12	-59.6408E+0
6.69060E+0	31.6927E+3	342.840E-12	-60.0926E+0
6.76535E+0	31.6927E+3	339.476E-12	-60.6460E+0
6.84011E+0	31.6927E+3	338.257E-12	-60.3289E+0
6.91486E+0	31.6927E+3	340.416E-12	-60.6624E+0
6.98962E+0	31.6927E+3	330.451E-12	-61.4024E+0
7.06437E+0	31.6927E+3	325.640E-12	-60.4127E+0
7.13913E+0	31.6927E+3	327.002E-12	-60.9461E+0
7.21388E+0	31.6927E+3	322.215E-12	-61.1550E+0
7.28864E+0	31.6927E+3	323.121E-12	-60.9160E+0
7.36339E+0	31.6927E+3	319.703E-12	-61.7537E+0
7.43815E+0	31.6927E+3	313.622E-12	-61.3199E+0
7.51290E+0	31.6927E+3	307.583E-12	-61.3883E+0
7.58766E+0	31.6927E+3	303.870E-12	-60.5307E+0
7.66241E+0	31.6927E+3	309.177E-12	-60.5847E+0
7.73717E+0	31.6927E+3	302.653E-12	-61.6069E+0
7.81192E+0	31.6927E+3	302.160E-12	-61.3688E+0
7.88668E+0	31.6927E+3	298.037E-12	-61.8543E+0
7.96143E+0	31.6927E+3	292.541E-12	-61.6279E+0
8.03619E+0	31.6927E+3	293.172E-12	-60.5417E+0
8.11095E+0	31.6927E+3	293.091E-12	-62.0659E+0
8.18570E+0	31.6927E+3	291.223E-12	-61.6467E+0
8.26046E+0	31.6927E+3	290.559E-12	-61.4723E+0
8.33521E+0	31.6927E+3	285.811E-12	-60.5568E+0
8.40997E+0	31.6927E+3	288.354E-12	-61.0176E+0
8.48472E+0	31.6927E+3	283.331E-12	-61.1001E+0
8.55948E+0	31.6927E+3	281.789E-12	-61.4137E+0
8.63424E+0	31.6927E+3	280.831E-12	-60.8589E+0
8.70899E+0	31.6927E+3	275.554E-12	-61.4079E+0
8.78375E+0	31.6927E+3	273.419E-12	-60.8578E+0
8.85850E+0	31.6927E+3	271.074E-12	-61.1180E+0
8.93326E+0	31.6927E+3	270.667E-12	-61.2657E+0
9.00801E+0	31.6927E+3	271.721E-12	-61.3554E+0
9.08277E+0	31.6927E+3	265.709E-12	-60.7663E+0
9.15753E+0	31.6927E+3	265.410E-12	-61.7505E+0
9.23228E+0	31.6927E+3	258.820E-12	-61.0367E+0
9.30704E+0	31.6927E+3	260.816E-12	-61.6337E+0
9.38179E+0	31.6927E+3	259.881E-12	-61.7951E+0
9.45655E+0	31.6927E+3	257.791E-12	-61.5163E+0
9.53130E+0	31.6927E+3	253.011E-12	-62.1344E+0
9.60606E+0	31.6927E+3	252.382E-12	-61.5028E+0
9.68081E+0	31.6927E+3	251.548E-12	-61.6482E+0
9.75557E+0	31.6927E+3	246.904E-12	-61.9410E+0
9.83033E+0	31.6927E+3	248.278E-12	-62.0962E+0
9.90508E+0	31.6927E+3	244.519E-12	-61.6744E+0
9.97984E+0	31.6927E+3	241.546E-12	-61.8412E+0
10.0546E+0	31.6927E+3	237.850E-12	-61.9722E+0
10.1293E+0	31.6927E+3	240.018E-12	-61.9623E+0
10.2041E+0	31.6927E+3	238.441E-12	-62.3516E+0
10.2789E+0	31.6927E+3	238.544E-12	-61.3361E+0
10.3536E+0	31.6927E+3	233.464E-12	-62.3237E+0
10.4284E+0	31.6927E+3	234.957E-12	-62.6740E+0
10.5031E+0	31.6927E+3	232.727E-12	-62.4125E+0
10.5779E+0	31.6927E+3	231.225E-12	-62.3781E+0
10.6526E+0	31.6927E+3	229.731E-12	-62.6959E+0
10.7274E+0	31.6927E+3	229.052E-12	-62.5145E+0
10.8021E+0	31.6927E+3	225.397E-12	-62.7687E+0
10.8769E+0	31.6927E+3	222.851E-12	-62.7906E+0
10.9517E+0	31.6927E+3	223.730E-12	-62.6567E+0
11.0264E+0	31.6927E+3	219.175E-12	-62.4310E+0
11.1012E+0	31.6927E+3	219.818E-12	-63.2398E+0
11.1759E+0	31.6927E+3	222.073E-12	-62.4264E+0
11.2507E+0	31.6927E+3	218.191E-12	-62.9057E+0
11.3254E+0	31.6927E+3	218.667E-12	-63.0042E+0
11.4002E+0	31.6927E+3	213.571E-12	-62.1906E+0
11.4750E+0	31.6927E+3	215.776E-12	-62.6280E+0
11.5497E+0	31.6927E+3	213.333E-12	-63.0468E+0
11.6245E+0	31.6927E+3	213.470E-12	-62.7186E+0
11.6992E+0	31.6927E+3	210.696E-12	-63.0258E+0
11.7740E+0	31.6927E+3	208.936E-12	-62.6816E+0
11.8487E+0	31.6927E+3	209.226E-12	-62.3968E+0
11.9235E+0	31.6927E+3	207.861E-12	-62.7500E+0
11.9982E+0	31.6927E+3	206.501E-12	-62.8749E+0
12.0730E+0	31.6927E+3	202.878E-12	-62.9361E+0
12.1478E+0	31.6927E+3	202.789E-12	-62.8902E+0
12.2225E+0	31.6927E+3	201.250E-12	-62.4376E+0
12.2973E+0	31.6927E+3	199.406E-12	-63.4021E+0
12.3720E+0	31.6927E+3	199.707E-12	-62.2642E+0
12.4468E+0	31.6927E+3	197.965E-12	-62.8351E+0
12.5215E+0	31.6927E+3	197.289E-12	-63.6818E+0
12.5963E+0	31.6927E+3	194.858E-12	-62.8492E+0
12.6710E+0	31.6927E+3	193.933E-12	-62.9055E+0
12.7458E+0	31.6927E+3	194.092E-12	-63.4851E+0
12.8206E+0	31.6927E+3	194.056E-12	-62.9277E+0
12.8953E+0	31.6927E+3	191.336E-12	-63.6497E+0
12.9701E+0	31.6927E+3	191.209E-12	-62.8653E+0
