Experiment	Frequency Sweep	
Date	30.04.2017 16:50:36	
User		
f_res (Hz)	31692.5183	
Q	17681	
Phase (deg)	-59.97	
Amp/Exc (nm/mV)	0.319250	
Number of points	512	
Fit length	11	

[DATA]
Frequency Shift (Hz)	Center Frequency (Hz)	Amplitude (m)	Phase (deg)
11.2507E+0	31.6915E+3	270.212E-12	-80.5915E+0
11.3254E+0	31.6915E+3	269.970E-12	-80.3809E+0
11.4002E+0	31.6915E+3	268.656E-12	-80.6508E+0
11.4750E+0	31.6915E+3	266.722E-12	-80.8720E+0
11.5497E+0	31.6915E+3	265.252E-12	-80.9362E+0
11.6245E+0	31.6915E+3	263.343E-12	-80.8834E+0
11.6992E+0	31.6915E+3	261.131E-12	-80.9365E+0
11.7740E+0	31.6915E+3	258.352E-12	-80.9519E+0
11.8487E+0	31.6915E+3	257.858E-12	-80.8718E+0
11.9235E+0	31.6915E+3	254.416E-12	-81.0153E+0
11.9982E+0	31.6915E+3	253.587E-12	-80.7800E+0
12.0730E+0	31.6915E+3	250.935E-12	-81.2567E+0
12.1478E+0	31.6915E+3	251.572E-12	-80.4878E+0
12.2225E+0	31.6915E+3	247.982E-12	-81.1488E+0
12.2973E+0	31.6915E+3	246.447E-12	-81.0581E+0
12.3720E+0	31.6915E+3	246.321E-12	-80.8642E+0
12.4468E+0	31.6915E+3	243.793E-12	-81.4006E+0
12.5215E+0	31.6915E+3	242.067E-12	-80.8545E+0
12.5963E+0	31.6915E+3	240.925E-12	-81.0040E+0
12.6710E+0	31.6915E+3	238.085E-12	-81.0562E+0
12.7458E+0	31.6915E+3	237.938E-12	-81.2333E+0
12.8206E+0	31.6915E+3	238.142E-12	-81.0775E+0
12.8953E+0	31.6915E+3	235.993E-12	-81.3160E+0
12.9701E+0	31.6915E+3	232.898E-12	-81.1807E+0
13.0448E+0	31.6915E+3	232.162E-12	-81.3015E+0
13.1196E+0	31.6915E+3	231.045E-12	-81.1545E+0
13.1943E+0	31.6915E+3	227.597E-12	-81.1790E+0
13.2691E+0	31.6915E+3	228.278E-12	-81.3461E+0
13.3438E+0	31.6915E+3	229.400E-12	-81.4824E+0
13.4186E+0	31.6915E+3	224.635E-12	-81.4663E+0
13.4934E+0	31.6915E+3	223.396E-12	-81.4466E+0
13.5681E+0	31.6915E+3	223.564E-12	-81.5612E+0
13.6429E+0	31.6915E+3	219.361E-12	-81.4905E+0
13.7176E+0	31.6915E+3	219.109E-12	-81.5465E+0
13.7924E+0	31.6915E+3	218.905E-12	-81.5098E+0
13.8671E+0	31.6915E+3	215.854E-12	-81.1171E+0
13.9419E+0	31.6915E+3	215.114E-12	-81.3418E+0
14.0166E+0	31.6915E+3	214.787E-12	-81.3988E+0
14.0914E+0	31.6915E+3	212.680E-12	-81.5903E+0
14.1662E+0	31.6915E+3	212.492E-12	-81.6007E+0
14.2409E+0	31.6915E+3	210.566E-12	-81.4107E+0
14.3157E+0	31.6915E+3	210.538E-12	-81.2336E+0
14.3904E+0	31.6915E+3	207.857E-12	-81.4670E+0
14.4652E+0	31.6915E+3	208.397E-12	-81.4035E+0
14.5399E+0	31.6915E+3	206.348E-12	-81.6591E+0
14.6147E+0	31.6915E+3	204.997E-12	-81.3187E+0
14.6894E+0	31.6915E+3	202.745E-12	-81.6143E+0
14.7642E+0	31.6915E+3	204.150E-12	-81.8000E+0
14.8390E+0	31.6915E+3	203.017E-12	-81.6702E+0
14.9137E+0	31.6915E+3	201.188E-12	-81.6233E+0
14.9885E+0	31.6915E+3	199.976E-12	-81.8413E+0
15.0632E+0	31.6915E+3	198.809E-12	-81.4368E+0
15.1380E+0	31.6915E+3	197.254E-12	-81.3481E+0
15.2127E+0	31.6915E+3	197.156E-12	-81.8556E+0
15.2875E+0	31.6915E+3	195.736E-12	-81.5290E+0
15.3622E+0	31.6915E+3	194.004E-12	-81.9575E+0
15.4370E+0	31.6915E+3	192.577E-12	-81.7303E+0
15.5118E+0	31.6915E+3	191.934E-12	-81.9927E+0
15.5865E+0	31.6915E+3	191.696E-12	-81.8545E+0
15.6613E+0	31.6915E+3	190.815E-12	-81.9653E+0
15.7360E+0	31.6915E+3	189.718E-12	-82.3476E+0
15.8108E+0	31.6915E+3	189.670E-12	-81.8118E+0
15.8855E+0	31.6915E+3	187.092E-12	-81.5682E+0
15.9603E+0	31.6915E+3	186.786E-12	-81.7518E+0
16.0350E+0	31.6915E+3	186.013E-12	-81.6755E+0
16.1098E+0	31.6915E+3	183.768E-12	-81.6225E+0
16.1846E+0	31.6915E+3	183.161E-12	-82.0423E+0
16.2593E+0	31.6915E+3	182.512E-12	-82.1382E+0
16.3341E+0	31.6915E+3	183.834E-12	-81.8479E+0
16.4088E+0	31.6915E+3	181.691E-12	-82.0891E+0
16.4836E+0	31.6915E+3	179.927E-12	-82.0582E+0
16.5583E+0	31.6915E+3	179.237E-12	-82.1518E+0
16.6331E+0	31.6915E+3	178.301E-12	-81.8786E+0
16.7078E+0	31.6915E+3	178.044E-12	-82.1148E+0
16.7826E+0	31.6915E+3	178.328E-12	-81.6023E+0
16.8573E+0	31.6915E+3	176.745E-12	-82.0175E+0
16.9321E+0	31.6915E+3	175.597E-12	-82.5653E+0
17.0069E+0	31.6915E+3	174.552E-12	-82.2552E+0
17.0816E+0	31.6915E+3	172.873E-12	-81.8990E+0
17.1564E+0	31.6915E+3	173.162E-12	-81.9245E+0
17.2311E+0	31.6915E+3	173.006E-12	-82.2405E+0
17.3059E+0	31.6915E+3	172.387E-12	-82.1791E+0
17.3806E+0	31.6915E+3	170.766E-12	-82.1864E+0
17.4554E+0	31.6915E+3	169.959E-12	-81.6579E+0
17.5301E+0	31.6915E+3	169.536E-12	-81.9519E+0
17.6049E+0	31.6915E+3	168.185E-12	-82.3083E+0
17.6796E+0	31.6915E+3	168.028E-12	-82.0220E+0
17.7544E+0	31.6915E+3	167.077E-12	-82.1078E+0
17.8292E+0	31.6915E+3	165.384E-12	-82.4514E+0
17.9039E+0	31.6915E+3	165.378E-12	-81.7764E+0
17.9787E+0	31.6915E+3	164.785E-12	-82.3221E+0
18.0534E+0	31.6915E+3	162.975E-12	-82.0751E+0
18.1282E+0	31.6915E+3	163.153E-12	-82.2867E+0
18.2029E+0	31.6915E+3	161.216E-12	-82.0706E+0
18.2777E+0	31.6915E+3	161.578E-12	-81.8799E+0
18.3524E+0	31.6915E+3	161.406E-12	-82.2711E+0
18.4272E+0	31.6915E+3	160.826E-12	-81.9099E+0
18.5020E+0	31.6915E+3	160.137E-12	-82.4744E+0
18.5767E+0	31.6915E+3	158.952E-12	-82.2216E+0
18.6515E+0	31.6915E+3	158.600E-12	-82.7250E+0
18.7262E+0	31.6915E+3	156.683E-12	-82.5215E+0
18.8010E+0	31.6915E+3	157.677E-12	-81.9618E+0
18.8757E+0	31.6915E+3	156.454E-12	-82.3190E+0
18.9505E+0	31.6915E+3	155.618E-12	-82.5931E+0
19.0252E+0	31.6915E+3	154.394E-12	-81.9911E+0
19.1000E+0	31.6915E+3	154.872E-12	-82.3861E+0
