Experiment	Frequency Sweep	
Date	30.04.2017 16:28:19	
User		
f_res (Hz)	29949.9661	
Q	12484	
Phase (deg)	-64.20	
Amp/Exc (nm/mV)	0.001930	
Number of points	512	
Fit length	11	

[DATA]
Frequency Shift (Hz)	Center Frequency (Hz)	Amplitude (m)	Phase (deg)
10.5779E+0	29.9576E+3	1.91469E-12	-21.4256E+0
10.6526E+0	29.9576E+3	2.20884E-12	-31.6299E+0
10.7274E+0	29.9576E+3	2.12746E-12	-36.5121E+0
10.8021E+0	29.9576E+3	2.14852E-12	-9.34245E+0
10.8769E+0	29.9576E+3	1.97964E-12	4.56709E+0
10.9517E+0	29.9576E+3	2.01363E-12	-25.6393E+0
11.0264E+0	29.9576E+3	1.87979E-12	27.4547E+0
11.1012E+0	29.9576E+3	2.09410E-12	-14.4381E+0
11.1759E+0	29.9576E+3	1.94083E-12	-21.9280E+0
11.2507E+0	29.9576E+3	2.12988E-12	-12.3424E+0
11.3254E+0	29.9576E+3	1.92331E-12	-27.2249E+0
11.4002E+0	29.9576E+3	2.21945E-12	1.82528E+0
11.4750E+0	29.9576E+3	2.10778E-12	-9.54635E+0
11.5497E+0	29.9576E+3	1.80726E-12	-35.5179E+0
11.6245E+0	29.9576E+3	1.69674E-12	15.7907E+0
11.6992E+0	29.9576E+3	1.67901E-12	-26.5755E+0
11.7740E+0	29.9576E+3	2.27830E-12	5.80515E+0
11.8487E+0	29.9576E+3	2.09276E-12	-2.54567E+0
11.9235E+0	29.9576E+3	2.03303E-12	-19.1375E+0
11.9982E+0	29.9576E+3	2.10918E-12	-10.7516E+0
12.0730E+0	29.9576E+3	1.94973E-12	-48.8698E+0
12.1478E+0	29.9576E+3	1.90613E-12	-4.52266E+0
12.2225E+0	29.9576E+3	1.91401E-12	-31.7894E+0
12.2973E+0	29.9576E+3	1.83707E-12	-15.8511E+0
12.3720E+0	29.9576E+3	1.89652E-12	-10.4629E+0
12.4468E+0	29.9576E+3	2.10960E-12	13.8343E+0
12.5215E+0	29.9576E+3	2.35597E-12	-3.43499E+0
12.5963E+0	29.9576E+3	1.97447E-12	-5.06933E+0
12.6710E+0	29.9576E+3	2.24968E-12	-4.60322E+0
12.7458E+0	29.9576E+3	2.25318E-12	-15.5833E+0
12.8206E+0	29.9576E+3	2.14707E-12	-33.6935E+0
12.8953E+0	29.9576E+3	1.92057E-12	-17.7958E+0
12.9701E+0	29.9576E+3	1.89760E-12	-25.0637E+0
13.0448E+0	29.9576E+3	1.88348E-12	-8.09812E+0
13.1196E+0	29.9576E+3	2.02622E-12	-584.067E-3
13.1943E+0	29.9576E+3	2.02990E-12	-11.7210E+0
13.2691E+0	29.9576E+3	2.04828E-12	-35.7156E+0
13.3438E+0	29.9576E+3	1.69457E-12	-2.06233E+0
13.4186E+0	29.9576E+3	1.83437E-12	10.6404E+0
13.4934E+0	29.9576E+3	1.94978E-12	5.23635E+0
13.5681E+0	29.9576E+3	2.11062E-12	4.09684E+0
13.6429E+0	29.9576E+3	1.91105E-12	-19.9713E+0
13.7176E+0	29.9576E+3	1.82646E-12	-3.92899E+0
13.7924E+0	29.9576E+3	1.87039E-12	-10.4376E+0
13.8671E+0	29.9576E+3	1.71883E-12	-24.2520E+0
13.9419E+0	29.9576E+3	1.91053E-12	-9.84120E+0
14.0166E+0	29.9576E+3	2.17813E-12	350.589E-3
14.0914E+0	29.9576E+3	1.96273E-12	15.1905E+0
14.1662E+0	29.9576E+3	2.14540E-12	17.7390E+0
14.2409E+0	29.9576E+3	2.00559E-12	-41.6695E+0
14.3157E+0	29.9576E+3	2.09386E-12	-36.5369E+0
14.3904E+0	29.9576E+3	2.01877E-12	-17.6352E+0
14.4652E+0	29.9576E+3	1.67155E-12	3.48846E+0
14.5399E+0	29.9576E+3	1.90028E-12	2.72963E+0
14.6147E+0	29.9576E+3	1.78383E-12	-2.50010E+0
14.6894E+0	29.9576E+3	1.94743E-12	-21.1513E+0
14.7642E+0	29.9576E+3	1.77617E-12	-14.0139E+0
14.8390E+0	29.9576E+3	1.98333E-12	-29.8977E+0
14.9137E+0	29.9576E+3	1.83732E-12	-39.2166E+0
14.9885E+0	29.9576E+3	1.93525E-12	12.1715E+0
15.0632E+0	29.9576E+3	2.10276E-12	-22.9939E+0
15.1380E+0	29.9576E+3	2.03292E-12	-6.30223E+0
15.2127E+0	29.9576E+3	2.24208E-12	11.8525E+0
15.2875E+0	29.9576E+3	1.85633E-12	-18.3143E+0
15.3622E+0	29.9576E+3	2.08451E-12	1.27496E+0
15.4370E+0	29.9576E+3	1.88604E-12	-29.7458E+0
15.5118E+0	29.9576E+3	1.85609E-12	-8.72255E+0
15.5865E+0	29.9576E+3	1.96815E-12	-4.02332E+0
15.6613E+0	29.9576E+3	2.08327E-12	-29.4078E+0
15.7360E+0	29.9576E+3	2.03311E-12	-14.5140E+0
15.8108E+0	29.9576E+3	1.96697E-12	-13.5862E+0
15.8855E+0	29.9576E+3	1.90187E-12	-17.4053E+0
15.9603E+0	29.9576E+3	1.92070E-12	-35.6089E+0
16.0350E+0	29.9576E+3	1.96200E-12	-1.69004E+0
16.1098E+0	29.9576E+3	1.81186E-12	-25.2544E+0
16.1846E+0	29.9576E+3	2.19246E-12	-21.0738E+0
16.2593E+0	29.9576E+3	1.96078E-12	-24.8732E+0
16.3341E+0	29.9576E+3	1.98772E-12	2.68100E+0
16.4088E+0	29.9576E+3	2.14971E-12	-16.4541E+0
16.4836E+0	29.9576E+3	2.01928E-12	-6.12294E+0
16.5583E+0	29.9576E+3	2.04438E-12	-26.9335E+0
16.6331E+0	29.9576E+3	2.07470E-12	-3.04782E+0
16.7078E+0	29.9576E+3	2.07741E-12	16.4651E+0
16.7826E+0	29.9576E+3	1.82619E-12	-16.8434E+0
16.8573E+0	29.9576E+3	1.98365E-12	13.6050E+0
16.9321E+0	29.9576E+3	2.03350E-12	-4.42912E+0
17.0069E+0	29.9576E+3	1.85580E-12	-7.34294E+0
17.0816E+0	29.9576E+3	1.83044E-12	19.4089E+0
17.1564E+0	29.9576E+3	1.96507E-12	-14.3032E+0
17.2311E+0	29.9576E+3	2.16134E-12	-5.83951E+0
17.3059E+0	29.9576E+3	2.03311E-12	-17.5578E+0
17.3806E+0	29.9576E+3	2.11289E-12	3.06590E+0
17.4554E+0	29.9576E+3	1.80559E-12	2.41043E+0
17.5301E+0	29.9576E+3	1.79017E-12	-16.8755E+0
17.6049E+0	29.9576E+3	1.70330E-12	17.3320E+0
17.6796E+0	29.9576E+3	2.14111E-12	-14.6204E+0
17.7544E+0	29.9576E+3	1.83089E-12	-28.7657E+0
17.8292E+0	29.9576E+3	1.99983E-12	4.61774E+0
17.9039E+0	29.9576E+3	1.83108E-12	27.0367E+0
17.9787E+0	29.9576E+3	2.10745E-12	7.47218E+0
18.0534E+0	29.9576E+3	1.85756E-12	-7.77267E+0
18.1282E+0	29.9576E+3	2.16122E-12	-8.48211E+0
18.2029E+0	29.9576E+3	1.87471E-12	-5.21932E+0
18.2777E+0	29.9576E+3	2.01060E-12	10.2497E+0
18.3524E+0	29.9576E+3	1.91717E-12	11.7929E+0
18.4272E+0	29.9576E+3	1.79618E-12	34.3273E+0
18.5020E+0	29.9576E+3	2.17194E-12	13.3962E+0
18.5767E+0	29.9576E+3	2.07403E-12	-3.93085E+0
18.6515E+0	29.9576E+3	1.80968E-12	34.9682E+0
18.7262E+0	29.9576E+3	2.05200E-12	878.783E-3
18.8010E+0	29.9576E+3	2.07273E-12	-24.0132E+0
18.8757E+0	29.9576E+3	2.02692E-12	-16.6363E+0
18.9505E+0	29.9576E+3	1.93604E-12	7.00307E+0
19.0252E+0	29.9576E+3	1.82368E-12	-8.80981E+0
19.1000E+0	29.9576E+3	1.89460E-12	-7.21058E+0
